PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Qalita Prime,,,,Planet,,,,,,,,,,,
Qalydon,,,,Planet,,,,,,,,,,,
Qasqi,4th,Centares,,Planet,Gas giant,,,,,,Mid Rim,,,,
Qat Chrystac,,Athega,Sumitra,Planet,Radioactive lava plains and seas,12,166,None,None,,Expansion Region,,,,
Qexis,,,,Planet,,,,,,,Outer Rim,,,,
Qiaxx,,,,Planet,,,,,Jeodu,,,,,,
Qiilura,,Qiilura,Qiilura,Planet,Temperate,,,Gurlanin,,Imbraani,Tingel Arm,,,,
Qina,,,Moddell,Planet,,,,,Vashan,,Outer Rim,,,,
Qlothos,,,,Planet,,,,,,,,,,,
Q'Maere,,,Kathol,Planet,Ammonia seas,36,344,None,"Human, various",,Outer Rim,,,,
Q'mara,,,,Planet,,,,,,,,,,,
Qotile,,Qotile,,Planet,,,,,,,,,,,
Qretu 5,,,,Planet,,,,,,,,,,,
Quadrant Seven,,,,Planet,Temperate,,,Quadrant Seven,Various,,,,,,
Quaensan Prime,,,,Planet,,,,,,,,,,,
Qualtrough,,,,Planet,,,,,,,,,,,
Quanton,,,,Planet,,,,,,,,,,,
Quas Killam,,,,Planet,,,,Killam,,,Mid Rim,,,,
Quellor,,,,Planet,,,,,,,,,,,
Quenus,4th,Chandrila,Bormea,Planet,Gas giant,,,,,,Core Worlds,,,,
Quermia,,,,Planet,,,,Quermian,,,Outer Rim,,,,
Ques,,Ques,Periphery,Planet,,,,,,,,,,,
Questal,,,,Planet,Temperate,,,None,Human,Gralleenya,,,,,
Queyta,,,,Planet,,,,,,,,,,,
Quian,,,,Planet,Temperate,,,,,,,,,,
Quiberon V,5th,,,Planet,,,,,,,,,,,
Quint,,,,Planet,,,,Quint,,,,,,,
Quockra-4,4th,Quockra,Minos Cluster,Planet,Desert,31,402,Quickran,,,,,,,
Quyste,,,,Planet,,,,,,,,,,,
