PlanetName,Position,System,Sector,PlanetType,Environment,Length of Day,Length of Year,Sentient Species,Other Species,Capital City,Region,World,Atmosphere,Gravity,Diameter
Naalol,3rd,Naalol,,Planet,Temperate,,,,,,Mid Rim,,,,
Nabatu,10th,Coruscant,Seswenna (Coruscant),Planet,Rocky wastes,,,,,,Core Worlds,,,,
Naboo,3rd,Naboo,Chommell,Planet,Swamp,26,312,"Human (Naboo), Gungan",,Theed,Mid Rim,,,,
Nadiem,,,,Planet,Temperate,,,,,,Outer Rim,,,,
Nagi,,,,Planet,,,,Nagai,,,Unknown Regions,,,,
Najarka,,,Rayter,Planet,"Glacier, forest",28,402,,Kichicolia,,,,,,
Najiba,,Faj,,Planet,Wetlands,18,215,Najib,Human,,,,,,
Nak Shimor,,,,Planet,,,,,,,Colonies,,,,
Nal Hutta (Evocar),,Y'Toub,Hutt Space,Planet,,87,413,"Evocii, t'landa Til",Hutt,,Mid Rim,,,,
Naldar,,,,Planet,,,,Human,,,,,,,
Nallastia,,,,Planet,Jungle,,,,,,,,,,
Nam Chorios,,Chorios,Meridian,Planet,"Arid, crystal plains",,,Spook Crystals,"Human, Droch",Hweg Shul,Outer Rim,,,,
Nam Priax,,,,Planet,Oceanic,,,,,,,,,,
Namore,,,,Planet,,,,,,,,,,,
Namra,4th,Bacrana,Brak,Planet,Gas giant,,,,,,,,,,
Nantama,,,,Planet,,,,,,,,,,,
Nanta-Ri,,,Farlax,Planet,,,,,,,Core Worlds,,,,
Nanth'ri,,,,Planet,,,,,,,,,,,
Nar,,,,Planet,,,,,,,,,,,
Nar Bo Sholla,,,,Planet,,,,,Human,,Mid Rim,,,,
Nar Hekka,,Y'Toub,Corellian,Planet,,,,Hutt,,,Mid Rim,,,,
Nar Kreeta,,,,Planet,,,,,,,,,,,
Narg,,,Rayter,Planet,Temperate,21,431,Human,,,,,,,
Narigus III,,,,Planet,,,,,,,,,,,
Narth,,,,Planet,,,,,,,,,,,
Narvath,,,,Planet,,,,Narvath,,,,,,,
Nathas I,,,Questal,Planet,"Frigid, airless",,,Protean,,,,,,,
Natinati,,,,Planet,,,,,,,,,,,
Nativum,,,,Planet,,,,,,,,,,,
Nauton IV,4th,Nauton,,Planet,,,,,,,,,,,
Navlaas,3rd,Pyrshak,,Planet,Gas giant,,,,,,Mid Rim,,,,
Nazzri,,,,Planet,Temperate plains,,,Nazzar,,,Mid Rim,,,,
NCW-781,,,,Planet,,,,,,,,,,,
Neary,,,,Planet,,,,,,,Outer Rim,,,,
Necropolis (Dahrtag),,Dahrtag,,Planet,,,,Near-human,,,,,,,
Nedij,,,,Planet,,,,Nediji,,,,,,,
Needan,,,,Planet,Frigid,,,Geelan,,,Outer Rim,,,,
Neelanon,,,Senex,Planet,,,,Human,,,Outer Rim,,,,
Neelgaimon,,,,Planet,Desert?,,,,,,,,,,
Neftali (Neftali'I),2nd,Socorro,,Planet,Frozen wastes,15,754,None,"Human, Whiphid",,,,,,
Neimoidia,,,,Planet,,,,Neimoidian,,,Colonies,,,,
Nelfrus,,,Elrood,Planet,,,,,,,Outer Rim,,,,
Nella,,Nella,Tapani,Planet,,,,,,,Colonies,,,,
Nellac Kram,,,,Planet,,,,,,,,,,,
Nelvaan,,Nelvaan,,Planet,Varied,,,Nelvaanian,,,,,,,
Nensil,2nd,Rhinnal,Darpa,Planet,Barren rock,,,,,,Core Worlds,,,,
Nentan,,,,Planet,,,,,,,,,,,
Neocomora,,,,Planet,,,,,,,,,,,
Neona,,Neona,Tapani,Planet,Ocean,26,349,Human,,,Colonies,,,,
Nepe,,Episol,Kathol,Planet,Gas Giant,,,None,None,,Outer Rim,,,,
Nepoy,,,,Planet,,,,,,,,,,,
Neree,,,,Planet,,,,Human,,,,,,,
Neshtab,,,,Planet,,,,,,,,,,,
Nespis VIII,,,,Planet,,,,Human,,,,,,,
Nessem,,,,Planet,Temperate,,,Human,,,Expansion,,,,
Netolio,,Netolio,Tapani,Planet,,,,,,,Colonies,,,,
Netta,6th,Obas,,Planet,,,,,,,,,,,
Neutra Four,,,,Planet,,,,Human,,,,,,,
Nevoota,,,,Planet,,,,Nevoota,,,,,,,
New Agamar,,,,Planet,,,,Human,,,,,,,
New Alderaan,,,,Planet,Temperate,,,,Human,,,,,,
New Apsolon,,,,Planet,,,,,,,,,,,
New Bakstre,,,,Planet,Jungle,,,,,,,,,,
New Bornalex,,,,Planet,,,,,,,,,,,
New Brigia,,Koornacht,Farlax,Planet,Temperate,,,,Human,,Core Worlds,,,,
New Canistel,,,,Planet,,,,,,,,,,,
New Cov,3rd,Churba,Churba,Planet,Jungle,27,301,None,Various,Ilic,Outer Rim,,,,
New Cylimba,,,,Planet,,,,,,,,,,,
New Holstice,,,,Planet,Temperate,,,,,,,,,,
New Jinda,,New Jinda,Tapani,Planet,,,,,,,Colonies,,,,
New Plympto,3rd,New Plympto,Corellian,Planet,Temperate forests,18,244,Nosaurian,,Phemiss,Core Worlds,,Breathable,Standard,"10,125 kilometers"
New Polokia,,,,Planet,,,,,,,,,,,
New Ralltiir,,,,Planet,,,,,,,,,,,
New Shella,,New Shella,Tapani,Planet,,,,,,,Colonies,,,,
Nez Peron,,,,Planet,,,,Human,,,,,,,
Nichen,,,,Planet,,,,,,,,,,,
Niddion,7th,Lianna,Allied Tion,Planet,Barren rock,,,,,,Outer Rim,,,,
Nieuth IV,,,Wyloff,Planet,,,,,,,,,,,
Nigel III,3rd,Nigel,Kira,Planet,,,,,,,,,,,
Nigel IV,4th,Nigel,Kira,Planet,"Plains, glaciers",20,325,None,Human,,,,,,
Niian,,,,Planet,Tropical,,,,,,,,,,
N'ildwab,,,,Planet,,,,,,,,,,,
Nim Drovis,,Drovian,Meridian,Planet,Tropical,,,"Drovian, Gopso'o","Human, Ho'Din",,Outer Rim,,,,
Nimba 5,,,,Planet,,,,,,,,,,,
Nimban,,Nimban,,Planet,Temperate,,,Nimbanese,,,Outer Rim,,,,
Nimbia,4th,Nubus,,Planet,Gas giant,,,,,,Core Worlds,,,,
Ninn,,,,Planet,,,,Human?,,,,,,,
Niran,,,,Planet,,,,Human,,,,,,,
Nirauan,2nd,Nirauan,Gradilis,Planet,"Temperate, rocky plains",,,,Chiss,,,,,,
Nishr,,,,Planet,Temperate plains and mountains,,,Nish,Human,,,,,,
Nista,,Nista,Tapani,Planet,,,,,,,Colonies,,,,
Nivek,,,,Planet,Rocky wastes,,,Shadowmen,,,,,,,
Nizon,5th,Centares,,Planet,Barren rock,,,,,,Mid Rim,,,,
Nkllon,,Athega,Sumitra,Planet,Scorched wastes,3527,5,None,None,,Expansion Region,,,,
Noe'ha'on,,,,Planet,Jungle,,,Noehon,K'lor'slug,,Expansion,,,,
Nolar,,,,Planet,,,,,,Nolari,,,,,
Noleria,4th,Sacorria,Corellian,Planet,Barren rock,,,,,,Core Worlds,,,,
Noonar,,Noonian,Noonian,Planet,,,,Human?,,,,,,,
Noori,,,,Planet,,,,,,,,,,,
Nopces Prime,,Nopces,Darpa,Planet,,,,,,,Core Worlds,,,,
Nopsin,,,,Planet,,,,,Tren,,,,,,
Noquivzor,,,,Planet,Arid plains,,,,,,,,,,
Norah,,,,Planet,,,,,,,,,,,
Norclune,,,,Planet,,,,,,,,,,,
Nordra,,,,Planet,,,,,,,,,,,
Norne,,,,Planet,Temperate,,,Human,,,,,,,
Norulac,,,,Planet,,,,Human?,,,,,,,
Norval II,2nd,Norval,Calaron,Planet,,,,Human,,,,,,,
Nosken,,Nosken,,Planet,Gas giant,,,,,,,,,,
Notak,,,,Planet,,,,,,,,,,,
Nothar,5th,Nubus,,Planet,Frozen rock,,,,,,Core Worlds,,,,
Nothoiin,,Nothoiin,Javin,Planet,Burned-out grasslands,30,511,Nothoiin,,,Outer Rim,,Breathable,Standard,
Notron,,,,Planet,,,,,,,,,,,
Novor XIX,2nd,Novor,Tharin,Planet,,,,,,,,,,,
Novor XVIII,1st,Novor,Tharin,Planet,,,,,,,,,,,
Novor XX,3rd,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXI,4th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXII,5th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXIII,6th,Novor,Tharin,Planet,,,,Ry'coz,,,,,,,
Novor XXIV,7th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXIX,12th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXV,8th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXVI,9th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXVII,10th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXVIII,11th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXX,13th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXXI,14th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXXII,15th,Novor,Tharin,Planet,,,,,,,,,,,
Novor XXXIII,16th,Novor,Tharin,Planet,,,,,,,,,,,
Nubia,3rd,Nubus,,Planet,Arid plains,29,289,Human (Nubian),,Nuba City,Core Worlds,,Breathable,Standard,"10,490 kilometers"
Nulan VI,,,,Planet,,,,Human?,,,,,,,
Null,,,,Planet,Forests,,,Null,,,,,,,
Nur,4th,Vulpter,,Planet,Barren rock,,,,,,Deep Core,,,,
Nuralee,,,,Planet,,,,Human,,,,,,,
Nurstin,3rd,Bissillirus,Trax,Planet,Rocky wastes,19,300,None,None,,,,,,
Nushk,3rd,Hoth,Anoat,Planet,Methane oceans,,,,,,Outer Rim,,,,
Nyasko,,,Colunda,Planet,,,,Human?,,,,,,,
Nyny,,,,Planet,,,,,,,,,,,
Nyrvona,,Ylesian,,Planet,,,,,,,,,,,
Nyssa,,Nyssa,Tapani,Planet,,,,,,,Colonies,,,,
Nysza III,3rd,Nysza,,Planet,,,,,,,,,,,
N'zoth,5th,N'zoth,Farlax,Planet,Arid,28,354,Yevetha,,Giat Nor,Core Worlds,,Breathable,Standard,"9,500 kilometers"
